Serial Number,Title,Publication Year,Author/Organization,Link,PDF Title,"Review (1 = Updated on sheet, 2 = Found on Drive but not on sheet; 3 = Did not find on Drive)"
108,"TACKLING PLASTIC POLLUTION: Legislative Guide for the Regulation of Single-Use Plastic Products",2021,"WRI, UNEP",https://www.unep.org/resources/toolkits-manuals-and-guides/tackling-plastic-pollution-legislative-guide-regulation,tackling-plastic-pollution.pdf,
109,Loss Aversion and Tax Evasion: Theory and Evidence,2023,CSBC,https://www.csbc.org.in/upload/Tax_Evasion.pdf,Tax-Evasion.pdf,
110,"The behavioralist as nutritionist: leveraging behavioral economics to improve child food choice and consumption",2015,"John A List, Anya Savikhin Samek",https://pubmed.ncbi.nlm.nih.gov/25530206/,THE BEHAVIORALIST AS NUTRITIONIST.pdf,
111,The Short-Run and Long-Run Effects of Behavioral Interventions: Experimental Evidence from Energy Conservation,2014,"Hunt Allcott, Todd Rogers",https://www.aeaweb.org/articles?id=10.1257/aer.104.10.3003,The Short-Run and Long-Run E§ects of Behavioral Interventions.pdf,
112,"The role of norms in explaining attitudes, intention and consumption of a common food (fish) in Vietnam",2008,"Ho Huy Tuu, Svein Ottar Olsen, Duong Tri Thao, Nguyen Thi Kim Anh",https://pubmed.ncbi.nlm.nih.gov/18486275/,"Ho Huy - 2015 - Attitude, Social Norms, Perceived Behavioral Contr",
113,"The Drawdown Review",2020,Project Drawdown,https://drawdown.org/drawdown-review,TheDrawdownReview–2020–Download.pdf,
114,Product Design Enhancing Environmental Perception and Encouraging Behavioural Change: Eco-Information – the Relationship of Design Styles and User’s Emotions,2017,"Chanon Tunprawat, Yanin Rugwongwan, Wichitra Singhirunnusorn",https://www.researchgate.net/publication/322079620_Product_Design_Enhancing_Environmental_Perception_and_Encouraging_Behavioural_Change_Eco-Information_-_the_Relationship_of_Design_Styles_and_User's_Emotions,Tunprawat et al. - 2017 - Product Design Enhancing Environmental Perception .pdf,
115,Accessing Antenatal Care (ANC) services during the COVID-19 First Wave - Insights into decision-making process from rural India,2022,"Shweta Bankar, Deepika Ghosh",https://reproductive-health-journal.biomedcentral.com/articles/10.1186/s12978-022-01446-2,v1_covered.pdf,
116,When and Why Incentives (Don’t) Work to Modify Behavior,2011,"Uri Gneezy, Stephan Meier, and Pedro Rey-Biel",https://www.aeaweb.org/articles?id=10.1257/jep.25.4.191,When and Why Incentives (Don’t) Work.pdf,
117,"Who’s Governing Community Forests? Gendered Participation in Liberian Forest Management",2020,WRI,https://www.wri.org/research/whos-governing-community-forests-gendered-participation-liberian-forest-management,whos-governing-community-forests.pdf,
118,"Using Dynamic Norms to
Promote Plant-Based Purchases",2023,RARE,https://behavior.rare.org/wp-content/uploads/2023/04/BE.-Center-Stanford-x-Dynamic-Norms-Case-Study.pdf,BE.-Center-Stanford-x-Dynamic-Norms-Case-Study,
119,"Key Messengers Shine a
Light on Solar Energy Adoption",2023,RARE,https://behavior.rare.org/wp-content/uploads/2023/04/BE.Center-Solarize-Case-Study.pdf,BE.Center-Solarize-Case-Study,
120,"Leveraging emotion-behavior pathways to support environmental behavior change",2022,RARE,https://ecologyandsociety.org/vol27/iss3/art27/,ES-2022-13363,
121,Reviving Ancestral Farming Practices through Behavioral Science,2020,RARE,https://behavior.rare.org/wp-content/uploads/2020/10/BE.Center-Impact-Story.-Chiapas-Mexico.-9.14.pdf,BE.Center-Impact-Story.-Chiapas-Mexico.-9.14,
122,"Promoting Plant-Rich Diets through Menu Design",2020,RARE,https://behavior.rare.org/wp-content/uploads/2020/07/Choice-Architecture.-Better-Buying-Lab.-7.8.pdf,Choice-Architecture.-Better-Buying-Lab.-7.8,
123,Tapping into Farmers’ Identities to Protect the Great Barrier Reef,NA,RARE,https://behavior.rare.org/resources/project-cane-changer/,Emotional-Appeals.-Cane-Changer.-7.8,
124,How Belonging and Social Proof Inspired Sustainable Fishing in Mongolia,2018,RARE,https://rare.org/story/how-belonging-and-social-proof-inspired-sustainable-fishing-in-mongolia/,How Belonging and Social Proof Inspired Sustainable Fishing in Mongolia – Rare,
125,Radio to connect and empower rural communities in post-conflict Colombia,2017,RARE,https://rare.org/story/the-station-that-freed-them/,The Station that Freed Them – Rare,
126,Leveraging Social Norms to Reduce Household Energy Use,2020,RARE,https://behavior.rare.org/wp-content/uploads/2020/07/Social-Influences.-Opower.7.8.pdf,Social-Influences.-Opower.7.8,
127,Rising from Rubble,2018,RARE,https://rare.org/story/rising-from-rubble/,Rising from Rubble – Rare,
128,"Increasing Reported Catch in Greenland Fisheries with Behavior Change for Nature",2022,RARE,https://behavior.rare.org/wp-content/uploads/2022/12/BE.Center-Greenland-Case-Study.pdf,BE.Center-Greenland-Case-Study,
129,Solution Search: Climate Change Needs Behavior Change Report,2019,RARE,https://behavior.rare.org/wp-content/uploads/2019/10/Solution-Search-CCNBC-Report.pdf,Solution-Search-CCNBC-Report,
130,Changing Behaviors to Reduce U.S. Emissions,2020,RARE,https://behavior.rare.org/wp-content/uploads/2020/09/Changing-behaviors-to-reduce-U.S.-emissions-20200902.pdf,Changing-behaviors-to-reduce-U.S.-emissions-20200902,
131,BEHAVIOR CHANGE FOR NATURE: A Behavioral Science Toolkit for Practitioners,2019,RARE,https://behavior.rare.org/wp-content/uploads/2019/10/2019-Behavior-Change-for-Nature-Report-digital.pdf,2019-Behavior-Change-for-Nature-Report-digital,
132,"Farming for Biodiversity
Proven Solutions Meet Global Policy",2019,RARE,https://behavior.rare.org/wp-content/uploads/2019/10/2018.08-Farming-for-Biodiversity-Report-11-12-1.pdf,2018.08-Farming-for-Biodiversity-Report-11-12-1,
133,Climate Change Needs Behavior Change,2019,RARE,https://behavior.rare.org/wp-content/uploads/2019/10/2018-CCNBC-Report.pdf,2018-CCNBC-Report,
134,"The Science of Changing Behavior for Environmental Outcomes",2020,RARE,https://behavior.rare.org/wp-content/uploads/2020/12/Final_Rare-Literature-Review.pdf,Final_Rare-Literature-Review,
135,"Six behaviors policymakers should promote to mitigate climate change",2022,RARE,https://behavior.rare.org/wp-content/uploads/2022/04/BSP_Journal_Volume7_Issue2-Rare-snippet-2022.pdf,BSP_Journal_Volume7_Issue2-Rare-snippet-2022,
136,Eight Principles for Effective and Inviting Climate Communication,2022,RARE,https://behavior.rare.org/wp-content/uploads/2022/10/Eight-Principles-for-Climate-Communications-7-8.pdf,Eight-Principles-for-Climate-Communications-7-8,
137,"A global study of men and women’s male contraceptive knowledge, attitudes, and behaviors using mixed methods",2022,WHO,https://cdn.who.int/media/docs/default-source/hrp/projects/contraception/who-gsmc.pdf?sfvrsn=1833fc27_3&download=true,who-gsmc,
138,"BEHAVIOURAL INSIGHTS
AT THE UNITED NATIONS",2016,UNDP,https://www.undp.org/sites/g/files/zskgke326/files/publications/Behavioral%20Insights%20at%20the%20UN.pdf,Behavioral Insights at the UN,
139,"How can we encourage positive behaviors during a pandemic?",2020,UNDP,https://www.undp.org/egypt/stories/how-can-we-encourage-positive-behaviors-during-pandemic,How can we encourage positive behaviors during a pandemic_ _ United Nations Development Programme,
140,"Right intervention encourages behavior change in waste segregation
",NA,UNDP,https://www.undp.org/bhutan/right-intervention-encourages-behavior-change-waste-segregation,Right intervention encourages behavior change in waste segregation _ United Nations Development Programme,
141,Policy Brief: Can Use of Behavioral insights help slow the spread of Coronavirus,2020,UNDP,https://www.undp.org/kenya/publications/policy-brief-can-use-behavioral-insights-help-slow-spread-coronavirul,3a1eb50d8e81e1da8709f06886099f4830f98d9f06d2d380ec3671a74c3f96b7,
142,Changing Spaces to Change Behaviors,2022,UNDP,https://www.undp.org/jordan/blog/changing-spaces-change-behaviors,Changing Spaces to Change Behaviors _ United Nations Development Programme,
143,Behavioral change training curriculum and manual for public servants,2017,UNDP,https://www.undp.org/albania/publications/behavioral-change-modules,cf1f980b38e8149ef1311406a6c7743664831c861c7d71d189aad5d0dddac91b,
144,Polarized Reactions Towards Covid-19 - A Behavioral Analysis ,2020,UNDP,https://www.undp.org/sites/g/files/zskgke326/files/migration/kw/0cbb5def5b3a7580101cba46e5fd13d5fb357bb0b923e48fc31210f4ef3cabb0.pdf,0cbb5def5b3a7580101cba46e5fd13d5fb357bb0b923e48fc31210f4ef3cabb0,
145,"#StayAtHome, but #SaveElectricity — behavioral experimentation continues in the era of COVID-19",2020,UNDP,https://medium.com/undp-moldova/stay-home-but-save-electricity-behavioral-experimentation-continues-in-the-era-of-covid-19-37e2f2910053,"#StayAtHome, but #SaveElectricity — behavioral experimentation continues in the era of COVID-19 _ by UNDP in Moldova _ UNDP Moldova _ Medium",
146,"Behavioral Insight- a Nudge towards circular economy
 (Bhutan)",2021,UNDP,https://undpbhutan2012.medium.com/behavioral-insight-a-nudge-towards-circular-economy-582d00f9df20,Behavioral Insight- a Nudge towards circular economy _ by UNDP Bhutan _ Medium,
147,"Behavioural Insights and Impact Study on Pocket Park",2021,UNDP,https://www.undp.org/nepal/publications/behavioural-insights-and-impact-study-pocket-park,BI-Impact-evalutation-pocketpark-Alab,
148,Behavioral change activities to reduce air pollution in Skopje,2023,UNDP,https://www.undp.org/north-macedonia/blog/behavioral-change-activities-reduce-air-pollution-skopje,Behavioral change activities to reduce air pollution in Skopje _ United Nations Development Programme,
149,Behavioral science - one way towards a smarter policy action to reduce air pollution,2023,UNDP,https://www.undp.org/north-macedonia/blog/behavioral-science-one-way-towards-smarter-policy-action-reduce-air-pollution,Behavioral science - one way towards a smarter policy action to reduce air pollution _ United Nations Development Programme,
150,"Household consumers in northern Moldova reduce their energy consumption by up to 22%, as part of a behavioral experiment",2023,UNDP,https://www.undp.org/moldova/announcements/household-consumers-northern-moldova-reduce-their-energy-consumption-22-part-behavioral-experiment,"Household consumers in northern Moldova reduce their energy consumption by up to 22_, as part of a behavioral experiment _ United Nations Development Programme",
151,"The impact of COVID-19 on financial transactions and consumer behavior in Bahrain: an initial analysis",2020,UNDP,https://www.undp.org/arab-states/publications/impact-covid-19-financial-transactions-and-consumer-behavior-bahrain-initial-analysis,Financial-Data-1,
152,"Co-Continuing The Legacy: How to turn COVID-19 hand washing practice into a behavioral norm",2020,UNDP,https://www.undp.org/ethiopia/blog/co-continuing-legacy-how-turn-covid-19-hand-washing-practice-behavioral-norm,Co-Continuing The Legacy_ How to turn COVID-19 hand washing practice into a behavioral norm _ United Nations Development Programme,
153,"Relying on new sources of data at municipal level : a road full of behavioral ambushes",2023,UNDP,https://www.undp.org/arab-states/blog/relying-new-sources-data-municipal-level-road-full-behavioral-ambushes,Relying on new sources of data at municipal level _ a road full of behavioral ambushes _ United Nations Development Programme,
154,Intimate Partner Violence: Narrative Study,2019,UNDP,https://www.undp.org/georgia/publications/study-domestic-violence-bystanders%E2%80%99-behavior-2019,UNDP_GE_DG_IPV_narrative_study_eng_201912,
155,Study on domestic violence bystanders’ behavior. 2019,2019,UNDP,https://www.undp.org/georgia/publications/study-domestic-violence-bystanders%E2%80%99-behavior-2019,UNDP_GE_DG_IPV_insights_study_eng_201912,
156,"Changing minds: Testing plastic-free schools in the Solomon Islands",2019,UNDP,https://www.undp.org/pacific/blog/changing-minds-testing-plastic-free-schools-solomon-islands,Changing minds_ Testing plastic-free schools in the Solomon Islands _ United Nations Development Programme,
157,"Use of behavioural science in organizations a workforce survey. A tool for behavioural insights",2023,WHO,https://www.who.int/publications/i/item/9789240071711,9789240071711-eng,
158,"Physical activity and sedentary behaviour: a brief to support people living with type 2 diabetes",2022,WHO,https://www.who.int/publications/i/item/9789240062740,9789240062740-eng,
159,"Physical activity and sedentary behaviour: a brief to support older people",2022,WHO,https://www.who.int/publications/i/item/9789240064096,9789240064096-eng,
160,"Behavioural and social drivers of vaccination: tools and practical guidance for achieving high uptake",2022,WHO,https://www.who.int/publications/i/item/9789240049680,9789240049680-eng,
161,"Behavioural sciences for better health initiative",2022,WHO,https://www.who.int/publications/m/item/behavioural-sciences-for-better-health-initiative,behavioural-science-a75_25,
162,"Long-term contraceptive protection, discontinuation and switching behaviour",2011,WHO,https://www.who.int/publications/m/item/long-term-contraceptive-protection--discontinuation-switching-behaviour,long-term-contraceptive-protection-discontinuation-switching-behaviour,
163,Understanding the behavioural and social drivers of vaccine uptake WHO position paper,2022,WHO,https://www.who.int/publications/i/item/who-wer9720-209-224,WER9720-eng-fre,
164,Setting up behavioural insights units for improved health outcomes: considerations for national health authorities,2022,WHO,https://www.who.int/publications/i/item/WHO-EURO-2022-4886-44649-63372,WHO-EURO-2022-4886-44649-63372-eng,
165,"Food marketing exposure and power and their associations with food-related attitudes, beliefs and behaviours: a narrative review",2022,WHO,https://www.who.int/publications/i/item/9789240041783,9789240041783-eng,
166,"Young people and COVID-19: Behavioural considerations for promoting safe behaviours",2021,WHO,https://www.who.int/publications/i/item/978-92-4-002831-9,9789240028319-eng,
167,"WHO discussion papers on adolescence: Adolescents, social support and help-seeking behaviour",2007,WHO,https://www.who.int/publications/i/item/9789241595711,9789241595711_eng,
168,Preventing suicide: a resource for non-fatal suicidal behaviour case registration,2014,WHO,https://www.who.int/publications/i/item/9789241506717,9789241506717_eng,
169,"Prevention of suicidal behaviours : feasibility demonstration projects on community interventions for safer access to pesticides.",2008,WHO,https://www.who.int/publications/i/item/9789241596732,9789241596732_eng,
170,Clinical management of acute pesticide intoxication: prevention of suicidal behaviours,2008,WHO,https://www.who.int/publications/i/item/9789241597456,9789241597456_eng,
171,"An evidence map of social, behavioural and community engagement interventions for reproductive, maternal, newborn and child health",2017,WHO,https://www.who.int/publications/i/item/9789240697263,9789240697263-eng,
172,"Communication for behavioural impact (COMBI) - toolkit",2012,WHO,https://www.who.int/publications/i/item/communication-for-behavioural-impact-(combi),WHO_HSE_GCR_2012.13_eng,
